name,owner,url,createdAt,updatedAt,primaryLanguage,pullRequests,releases,totalIssues,closedIssues
reactive-resume,amruthpillai,https://github.com/amruthpillai/reactive-resume,2020-03-25T14:08:22Z,2026-03-06T01:31:31Z,TypeScript,729,110,1846,1799
umami,umami-software,https://github.com/umami-software/umami,2020-07-17T07:59:00Z,2026-03-06T01:39:43Z,TypeScript,871,106,2074,1979
xyflow,xyflow,https://github.com/xyflow/xyflow,2019-07-15T14:47:30Z,2026-03-06T00:44:54Z,TypeScript,1468,369,2366,2274
fullPage.js,alvarotrigo,https://github.com/alvarotrigo/fullPage.js,2013-09-20T11:58:29Z,2026-03-06T00:12:16Z,JavaScript,327,109,4152,4043
tiptap,ueberdosis,https://github.com/ueberdosis/tiptap,2018-08-20T19:58:58Z,2026-03-05T19:08:16Z,TypeScript,1504,950,3524,2713
ink,vadimdemedes,https://github.com/vadimdemedes/ink,2017-06-12T06:12:28Z,2026-03-06T01:21:19Z,TypeScript,290,72,409,394
nativefier,nativefier,https://github.com/nativefier/nativefier,2015-07-05T05:56:42Z,2026-03-04T22:17:51Z,TypeScript,261,99,1237,982
solid,solidjs,https://github.com/solidjs/solid,2018-04-24T16:36:27Z,2026-03-05T20:45:11Z,TypeScript,395,36,1122,1024
hackathon-starter,sahat,https://github.com/sahat/hackathon-starter,2013-11-13T17:24:12Z,2026-03-06T01:39:16Z,JavaScript,451,18,717,716
vault,hashicorp,https://github.com/hashicorp/vault,2015-02-25T00:15:59Z,2026-03-06T01:27:28Z,Go,21325,176,6504,5289
the-way-to-go_ZH_CN,unknwon,https://github.com/unknwon/the-way-to-go_ZH_CN,2013-03-24T17:18:38Z,2026-03-05T08:30:14Z,Go,592,0,0,0
dioxus,DioxusLabs,https://github.com/DioxusLabs/dioxus,2021-01-15T01:57:26Z,2026-03-06T01:27:22Z,Rust,1969,33,2447,1853
glide,bumptech,https://github.com/bumptech/glide,2013-07-08T22:52:33Z,2026-03-05T20:23:36Z,Java,605,54,4517,3935
jax,jax-ml,https://github.com/jax-ml/jax,2018-10-25T21:25:02Z,2026-03-06T01:26:07Z,Python,17779,134,6875,5192
Sunshine,LizardByte,https://github.com/LizardByte/Sunshine,2021-12-15T23:38:57Z,2026-03-06T01:08:41Z,C++,1724,45,1183,1108
HowToLiveLonger,geekan,https://github.com/geekan/HowToLiveLonger,2022-04-16T04:15:18Z,2026-03-05T18:04:17Z,None,14,0,140,103
rufus,pbatard,https://github.com/pbatard/rufus,2011-11-19T19:12:05Z,2026-03-05T18:20:44Z,C,1,88,2625,2616
zsh-autosuggestions,zsh-users,https://github.com/zsh-users/zsh-autosuggestions,2013-10-26T16:09:37Z,2026-03-06T00:27:03Z,Shell,116,0,620,458
awesome-javascript,sorrycc,https://github.com/sorrycc/awesome-javascript,2014-07-01T15:59:02Z,2026-03-06T00:12:18Z,None,404,0,93,89
Trilium,TriliumNext,https://github.com/TriliumNext/Trilium,2017-05-23T00:30:20Z,2026-03-06T00:04:40Z,TypeScript,1801,348,5183,4323
netty,netty,https://github.com/netty/netty,2010-11-09T09:22:21Z,2026-03-05T23:40:00Z,Java,5065,0,6849,6281
husky,typicode,https://github.com/typicode/husky,2014-06-23T12:14:21Z,2026-03-05T07:33:12Z,JavaScript,262,80,1110,1031
Python,geekcomputers,https://github.com/geekcomputers/Python,2011-11-30T09:04:08Z,2026-03-05T23:38:25Z,Python,2016,0,530,159
jieba,fxsjy,https://github.com/fxsjy/jieba,2012-09-29T07:52:01Z,2026-03-05T13:27:44Z,Python,96,9,873,231
caffe,BVLC,https://github.com/BVLC/caffe,2013-09-12T18:39:48Z,2026-03-05T23:17:56Z,C++,1087,14,4801,3903
Retrieval-based-Voice-Conversion-WebUI,RVC-Project,https://github.com/RVC-Project/Retrieval-based-Voice-Conversion-WebUI,2023-03-27T09:59:10Z,2026-03-06T00:45:20Z,Python,477,7,1994,1314
Hello-Python,mouredev,https://github.com/mouredev/Hello-Python,2022-08-03T17:14:53Z,2026-03-06T01:31:30Z,Python,0,0,425,404
How-To-Ask-Questions-The-Smart-Way,ryanhanwu,https://github.com/ryanhanwu/How-To-Ask-Questions-The-Smart-Way,2015-03-28T16:52:40Z,2026-03-05T18:28:07Z,JavaScript,98,0,30,20
textual,Textualize,https://github.com/Textualize/textual,2021-04-08T15:24:47Z,2026-03-06T01:23:19Z,Python,2283,212,2351,2156
bulletproof-react,alan2207,https://github.com/alan2207/bulletproof-react,2021-05-30T14:47:16Z,2026-03-05T22:27:47Z,TypeScript,70,0,117,77
framework,laravel,https://github.com/laravel/framework,2013-01-10T21:27:28Z,2026-03-06T01:17:51Z,PHP,17566,911,19156,19104
Real-ESRGAN,xinntao,https://github.com/xinntao/Real-ESRGAN,2021-07-19T03:23:30Z,2026-03-05T22:05:50Z,Python,21,10,752,174
awesome-cto,kuchin,https://github.com/kuchin/awesome-cto,2016-12-16T19:22:18Z,2026-03-06T00:06:43Z,None,18,0,14,14
formik,jaredpalmer,https://github.com/jaredpalmer/formik,2017-06-14T19:50:59Z,2026-03-05T09:46:24Z,TypeScript,836,200,2268,1562
directus,directus,https://github.com/directus/directus,2012-12-12T01:35:36Z,2026-03-06T00:51:03Z,TypeScript,8544,357,9741,9392
LibreChat,danny-avila,https://github.com/danny-avila/LibreChat,2023-02-12T01:06:52Z,2026-03-06T01:29:37Z,TypeScript,2901,80,4180,3942
langextract,google,https://github.com/google/langextract,2025-07-08T20:46:06Z,2026-03-06T00:55:23Z,Python,78,12,180,92
gold-miner,xitu,https://github.com/xitu/gold-miner,2015-11-04T03:29:13Z,2026-03-05T15:10:06Z,None,3563,0,5602,5591
Hyprland,hyprwm,https://github.com/hyprwm/Hyprland,2022-03-16T19:49:13Z,2026-03-06T01:12:14Z,C++,2277,107,7483,7424
node-v0.x-archive,nodejs,https://github.com/nodejs/node-v0.x-archive,2009-05-27T16:29:46Z,2026-03-05T16:52:19Z,None,218,0,6379,6379
mpv,mpv-player,https://github.com/mpv-player/mpv,2012-10-13T08:08:44Z,2026-03-05T22:35:45Z,C,3783,88,10842,9867
poetry,python-poetry,https://github.com/python-poetry/poetry,2018-02-28T15:23:47Z,2026-03-05T19:18:11Z,Python,2425,147,6317,5811
croc,schollz,https://github.com/schollz/croc,2017-10-17T15:20:18Z,2026-03-05T14:25:49Z,Go,283,180,563,561
server,nextcloud,https://github.com/nextcloud/server,2016-06-02T07:44:14Z,2026-03-06T01:31:29Z,PHP,30966,405,20841,18363
awesome-system-design-resources,ashishps1,https://github.com/ashishps1/awesome-system-design-resources,2023-10-25T01:50:42Z,2026-03-06T01:37:31Z,Java,3,0,30,26
TaskMatrix,chenfei-wu,https://github.com/chenfei-wu/TaskMatrix,2023-03-02T09:04:28Z,2026-03-05T22:03:45Z,Python,21,0,357,136
pnpm,pnpm,https://github.com/pnpm/pnpm,2016-01-28T07:40:43Z,2026-03-05T20:44:28Z,TypeScript,3022,1000,5237,3210
claude-cookbooks,anthropics,https://github.com/anthropics/claude-cookbooks,2023-08-15T20:23:51Z,2026-03-06T01:50:58Z,Jupyter Notebook,147,0,131,122
CyberChef,gchq,https://github.com/gchq/CyberChef,2016-11-28T10:34:07Z,2026-03-06T01:41:11Z,JavaScript,555,451,1106,664
12306,testerSunshine,https://github.com/testerSunshine/12306,2017-05-17T12:23:40Z,2026-03-05T16:43:58Z,Python,31,1,690,466
refine,refinedev,https://github.com/refinedev/refine,2021-01-20T12:01:32Z,2026-03-06T01:48:24Z,TypeScript,4653,1000,1726,1715
clipboard.js,zenorocha,https://github.com/zenorocha/clipboard.js,2015-09-18T23:04:55Z,2026-03-05T12:49:59Z,JavaScript,117,42,629,618
detectron2,facebookresearch,https://github.com/facebookresearch/detectron2,2019-09-05T21:30:20Z,2026-03-06T00:56:12Z,Python,0,10,3569,3099
Data-Science-For-Beginners,microsoft,https://github.com/microsoft/Data-Science-For-Beginners,2021-03-03T16:30:15Z,2026-03-06T00:32:39Z,Jupyter Notebook,452,0,136,135
spring-boot-demo,xkcoding,https://github.com/xkcoding/spring-boot-demo,2017-11-10T06:27:29Z,2026-03-05T11:15:34Z,Java,15,0,173,73
JavaScript,TheAlgorithms,https://github.com/TheAlgorithms/JavaScript,2017-07-13T06:12:33Z,2026-03-05T23:10:54Z,JavaScript,798,0,223,202
selenium,SeleniumHQ,https://github.com/SeleniumHQ/selenium,2013-01-14T21:40:56Z,2026-03-06T01:03:11Z,Java,3648,114,11135,11016
react-beautiful-dnd,atlassian,https://github.com/atlassian/react-beautiful-dnd,2017-08-09T03:37:15Z,2026-03-05T20:29:22Z,JavaScript,531,68,1619,1047
anoma,anoma,https://github.com/anoma/anoma,2021-02-02T10:00:16Z,2026-03-06T00:56:31Z,Elixir,897,12,713,630
1Panel,1Panel-dev,https://github.com/1Panel-dev/1Panel,2022-07-19T15:44:52Z,2026-03-06T01:52:04Z,Go,4716,109,6323,5912
zoxide,ajeetdsouza,https://github.com/ajeetdsouza/zoxide,2020-03-05T13:11:40Z,2026-03-06T01:40:59Z,Rust,247,37,719,601
mediapipe,google-ai-edge,https://github.com/google-ai-edge/mediapipe,2019-06-13T19:16:41Z,2026-03-06T01:18:22Z,C++,201,64,5616,5182
AnotherRedisDesktopManager,qishibo,https://github.com/qishibo/AnotherRedisDesktopManager,2019-01-08T06:01:56Z,2026-03-05T18:35:30Z,JavaScript,152,53,1100,936
nps,ehang-io,https://github.com/ehang-io/nps,2018-11-04T13:22:51Z,2026-03-06T01:43:48Z,Go,74,59,1205,697
C-Plus-Plus,TheAlgorithms,https://github.com/TheAlgorithms/C-Plus-Plus,2016-07-16T10:19:45Z,2026-03-06T01:41:10Z,C++,705,0,331,323
zxing,zxing,https://github.com/zxing/zxing,2011-10-12T14:07:27Z,2026-03-05T21:39:59Z,Java,345,32,1340,1336
harness,harness,https://github.com/harness/harness,2014-02-07T07:54:44Z,2026-03-05T20:40:48Z,Go,1053,55,2017,1937
Clone-Wars,GorvGoyl,https://github.com/GorvGoyl/Clone-Wars,2020-12-02T11:10:16Z,2026-03-05T15:52:04Z,None,130,0,87,70
openpose,CMU-Perceptual-Computing-Lab,https://github.com/CMU-Perceptual-Computing-Lab/openpose,2017-04-24T14:06:31Z,2026-03-05T19:01:53Z,C++,174,15,2007,1667
LeetCode-Go,halfrost,https://github.com/halfrost/LeetCode-Go,2017-07-18T00:06:14Z,2026-03-05T17:20:17Z,Go,178,4,82,64
system_prompts_leaks,asgeirtj,https://github.com/asgeirtj/system_prompts_leaks,2025-05-03T02:43:56Z,2026-03-06T01:54:44Z,HTML,20,0,0,0
gpt-pilot,Pythagora-io,https://github.com/Pythagora-io/gpt-pilot,2023-08-16T11:56:07Z,2026-03-05T20:00:30Z,Python,396,0,553,314
jq,jqlang,https://github.com/jqlang/jq,2012-07-18T19:57:25Z,2026-03-05T22:15:30Z,C,681,15,2320,1962
easyexcel,alibaba,https://github.com/alibaba/easyexcel,2018-02-06T03:14:08Z,2026-03-05T11:38:19Z,Java,190,14,3620,3131
AndroidUtilCode,Blankj,https://github.com/Blankj/AndroidUtilCode,2016-07-30T18:18:32Z,2026-03-04T23:34:09Z,Java,88,117,1595,1283
AFNetworking,AFNetworking,https://github.com/AFNetworking/AFNetworking,2011-05-31T21:28:44Z,2026-03-05T05:47:27Z,Objective-C,710,40,0,0
ControlNet,lllyasviel,https://github.com/lllyasviel/ControlNet,2023-02-01T02:43:30Z,2026-03-05T19:06:09Z,Python,5,0,574,138
filebrowser,filebrowser,https://github.com/filebrowser/filebrowser,2015-09-11T21:21:58Z,2026-03-06T01:52:35Z,Go,761,129,2897,2866
everyone-can-use-english,ZuodaoTech,https://github.com/ZuodaoTech/everyone-can-use-english,2019-03-15T16:33:53Z,2026-03-05T17:57:16Z,TypeScript,462,48,470,376
carbon-lang,carbon-language,https://github.com/carbon-language/carbon-lang,2020-04-27T21:45:16Z,2026-03-05T23:36:29Z,C++,5034,606,794,617
shadowsocks,shadowsocks,https://github.com/shadowsocks/shadowsocks,2012-04-20T13:10:49Z,2026-03-05T13:26:12Z,Python,70,2,0,0
yazi,sxyazi,https://github.com/sxyazi/yazi,2023-07-08T11:45:55Z,2026-03-06T01:53:50Z,Rust,1130,30,1695,1651
XX-Net,XX-net,https://github.com/XX-net/XX-Net,2015-01-15T09:35:51Z,2026-03-05T22:34:27Z,Python,363,390,13340,5418
libpku,lib-pku,https://github.com/lib-pku/libpku,2018-11-22T13:33:06Z,2026-03-05T15:54:40Z,TeX,22,0,43,32
v2ray-core,v2fly,https://github.com/v2fly/v2ray-core,2019-04-15T10:05:54Z,2026-03-06T01:43:39Z,Go,978,121,1078,1054
CasaOS,IceWhaleTech,https://github.com/IceWhaleTech/CasaOS,2021-09-26T02:33:09Z,2026-03-06T01:54:17Z,Go,275,97,1676,897
spaCy,explosion,https://github.com/explosion/spaCy,2014-07-03T15:15:40Z,2026-03-05T18:18:35Z,Python,3598,133,5742,5585
swc,swc-project,https://github.com/swc-project/swc,2017-12-22T11:40:14Z,2026-03-05T22:58:12Z,Rust,5893,780,4111,3736
awesome-awesomeness,bayandin,https://github.com/bayandin/awesome-awesomeness,2014-07-08T05:44:19Z,2026-03-05T23:04:23Z,Ruby,197,0,70,52
etcher,balena-io,https://github.com/balena-io/etcher,2015-10-27T16:53:23Z,2026-03-06T00:42:02Z,TypeScript,1731,289,2461,1850
learnGitBranching,pcottle,https://github.com/pcottle/learnGitBranching,2012-08-13T22:36:09Z,2026-03-06T00:36:50Z,JavaScript,650,0,531,478
keycloak,keycloak,https://github.com/keycloak/keycloak,2013-07-02T13:38:51Z,2026-03-06T01:53:57Z,Java,19240,102,17589,15322
khoj,khoj-ai,https://github.com/khoj-ai/khoj,2021-08-16T01:48:44Z,2026-03-06T01:54:07Z,Python,486,170,568,487
ijkplayer,bilibili,https://github.com/bilibili/ijkplayer,2013-06-03T04:12:04Z,2026-03-05T12:23:05Z,C,35,0,5384,2547
drizzle-orm,drizzle-team,https://github.com/drizzle-team/drizzle-orm,2021-06-24T09:03:05Z,2026-03-05T22:10:38Z,TypeScript,660,170,3466,2240
UTM,utmapp,https://github.com/utmapp/UTM,2019-04-12T16:09:24Z,2026-03-05T23:23:43Z,Swift,277,128,3585,2610
awesome-sysadmin,awesome-foss,https://github.com/awesome-foss/awesome-sysadmin,2014-12-23T08:41:22Z,2026-03-06T00:53:59Z,None,342,0,105,90
brackets,adobe,https://github.com/adobe/brackets,2011-12-07T21:14:40Z,2026-03-05T08:17:47Z,JavaScript,4332,69,9683,7066
immutable-js,immutable-js,https://github.com/immutable-js/immutable-js,2014-07-02T06:02:29Z,2026-03-05T23:05:21Z,TypeScript,621,92,1267,1171
chatbot-ui,mckaywrigley,https://github.com/mckaywrigley/chatbot-ui,2023-03-11T14:53:14Z,2026-03-06T01:38:25Z,TypeScript,281,0,1002,817
claude-mem,thedotmack,https://github.com/thedotmack/claude-mem,2025-08-31T20:50:03Z,2026-03-06T01:53:06Z,TypeScript,211,209,665,623
gulp,gulpjs,https://github.com/gulpjs/gulp,2013-07-04T05:26:06Z,2026-03-05T12:37:01Z,JavaScript,412,24,1937,1907
tabby,TabbyML,https://github.com/TabbyML/tabby,2023-03-16T09:18:01Z,2026-03-06T00:46:09Z,Rust,3001,249,991,753
k9s,derailed,https://github.com/derailed/k9s,2019-01-25T18:46:02Z,2026-03-06T00:49:43Z,Go,963,257,2284,2087
wails,wailsapp,https://github.com/wailsapp/wails,2018-12-15T23:14:06Z,2026-03-06T00:18:30Z,Go,1690,292,2321,2092
serenity,SerenityOS,https://github.com/SerenityOS/serenity,2018-12-02T19:28:41Z,2026-03-06T00:28:53Z,C++,19924,0,4293,3572
diffusers,huggingface,https://github.com/huggingface/diffusers,2022-05-30T16:04:02Z,2026-03-05T18:23:47Z,Python,5519,89,5235,4632
AdGuardHome,AdguardTeam,https://github.com/AdguardTeam/AdGuardHome,2016-07-06T10:31:47Z,2026-03-06T01:25:24Z,Go,125,229,5920,4698
sniffnet,GyulyVGC,https://github.com/GyulyVGC/sniffnet,2022-07-31T21:55:56Z,2026-03-06T01:22:44Z,Rust,480,16,314,267
ShadowsocksX-NG,shadowsocks,https://github.com/shadowsocks/ShadowsocksX-NG,2016-06-10T11:49:00Z,2026-03-05T13:55:47Z,Swift,64,30,1360,1051
trivy,aquasecurity,https://github.com/aquasecurity/trivy,2019-04-11T01:01:07Z,2026-03-06T01:50:18Z,Go,3497,85,3032,2867
certbot,certbot,https://github.com/certbot/certbot,2014-11-12T02:52:20Z,2026-03-06T01:55:32Z,Python,4078,68,5522,5390
OCRmyPDF,ocrmypdf,https://github.com/ocrmypdf/OCRmyPDF,2013-12-20T08:26:28Z,2026-03-06T01:33:13Z,Python,169,52,1322,1185
firecracker,firecracker-microvm,https://github.com/firecracker-microvm/firecracker,2017-10-19T06:18:47Z,2026-03-06T01:34:39Z,Rust,3427,84,1485,1435
stb,nothings,https://github.com/nothings/stb,2014-05-25T16:51:23Z,2026-03-06T01:37:48Z,C,291,0,936,716
fish-shell,fish-shell,https://github.com/fish-shell/fish-shell,2012-05-10T03:00:55Z,2026-03-06T00:38:22Z,Rust,2192,62,8014,7522
modern-unix,ibraheemdev,https://github.com/ibraheemdev/modern-unix,2021-01-12T00:50:14Z,2026-03-05T21:34:46Z,None,15,0,84,30
go-zero,zeromicro,https://github.com/zeromicro/go-zero,2020-08-07T15:37:57Z,2026-03-05T22:52:51Z,Go,2435,149,1956,1787
backstage,backstage,https://github.com/backstage/backstage,2020-01-24T22:39:49Z,2026-03-06T01:15:03Z,TypeScript,20357,496,7478,7178
CLIP,openai,https://github.com/openai/CLIP,2020-12-16T11:24:42Z,2026-03-06T01:16:43Z,Jupyter Notebook,29,0,442,192
FlClash,chen08209,https://github.com/chen08209/FlClash,2023-08-15T07:47:22Z,2026-03-06T01:55:29Z,Dart,2,102,1611,1001
comprehensive-rust,google,https://github.com/google/comprehensive-rust,2022-12-21T15:17:24Z,2026-03-05T23:10:08Z,Rust,2402,0,362,242
nacos,alibaba,https://github.com/alibaba/nacos,2018-06-15T06:49:27Z,2026-03-06T01:52:02Z,Java,3333,88,9489,9279
paper-reading,mli,https://github.com/mli/paper-reading,2021-10-22T06:34:51Z,2026-03-06T00:11:14Z,None,15,0,0,0
YesPlayMusic,qier222,https://github.com/qier222/YesPlayMusic,2020-10-09T10:04:21Z,2026-03-05T21:34:03Z,Vue,292,32,1834,1200
prompt-eng-interactive-tutorial,anthropics,https://github.com/anthropics/prompt-eng-interactive-tutorial,2024-04-02T15:52:00Z,2026-03-06T01:53:05Z,Jupyter Notebook,1,0,35,4
WxJava,binarywang,https://github.com/binarywang/WxJava,2016-01-06T08:24:05Z,2026-03-05T16:31:17Z,Java,1182,31,2455,2448
MonitorControl,MonitorControl,https://github.com/MonitorControl/MonitorControl,2017-09-16T21:13:40Z,2026-03-06T00:20:58Z,Swift,220,26,1010,994
dspy,stanfordnlp,https://github.com/stanfordnlp/dspy,2023-01-09T21:01:51Z,2026-03-06T01:09:36Z,Python,1469,106,1512,1235
netron,lutzroeder,https://github.com/lutzroeder/netron,2010-12-26T12:53:43Z,2026-03-05T23:26:03Z,JavaScript,1,4,1253,1236
restic,restic,https://github.com/restic/restic,2014-04-27T14:07:58Z,2026-03-06T01:34:53Z,Go,2318,49,2915,2469
goose,block,https://github.com/block/goose,2024-08-23T19:03:36Z,2026-03-06T01:49:18Z,Rust,4287,122,1807,1513
remix,remix-run,https://github.com/remix-run/remix,2020-10-26T19:57:28Z,2026-03-06T01:37:22Z,TypeScript,3662,357,2694,2659
floating-ui,floating-ui,https://github.com/floating-ui/floating-ui,2016-03-29T17:00:47Z,2026-03-05T18:23:09Z,TypeScript,1209,506,1477,1443
yew,yewstack,https://github.com/yewstack/yew,2017-12-16T14:19:02Z,2026-03-06T01:29:28Z,Rust,1879,38,1268,1172
mmdetection,open-mmlab,https://github.com/open-mmlab/mmdetection,2018-08-22T07:06:06Z,2026-03-05T21:30:32Z,Python,2358,53,8523,6753
beego,beego,https://github.com/beego/beego,2012-02-29T02:32:08Z,2026-03-05T11:16:43Z,Go,1326,42,3381,3379
awesome-php,ziadoz,https://github.com/ziadoz/awesome-php,2013-11-26T03:14:19Z,2026-03-06T00:06:47Z,None,457,0,155,153
cursor,cursor,https://github.com/cursor/cursor,2023-03-12T00:19:42Z,2026-03-06T00:37:13Z,None,47,0,0,0
glance,glanceapp,https://github.com/glanceapp/glance,2024-04-27T18:55:38Z,2026-03-06T01:09:47Z,Go,110,33,506,293
k3s,k3s-io,https://github.com/k3s-io/k3s,2018-05-31T01:37:46Z,2026-03-05T22:23:29Z,Go,4461,957,7379,7279
swr,vercel,https://github.com/vercel/swr,2019-10-28T18:16:01Z,2026-03-06T01:00:51Z,TypeScript,816,126,973,831
my-tv,lizongying,https://github.com/lizongying/my-tv,2023-12-04T12:18:39Z,2026-03-06T00:00:05Z,C,11,72,921,777
medusa,medusajs,https://github.com/medusajs/medusa,2020-01-18T13:39:04Z,2026-03-05T23:52:11Z,TypeScript,8409,146,3660,3591
material-design-lite,google,https://github.com/google/material-design-lite,2015-01-14T22:01:33Z,2026-03-05T20:32:07Z,HTML,655,14,2204,1814
linux-insides,0xAX,https://github.com/0xAX/linux-insides,2015-01-03T18:44:57Z,2026-03-05T20:32:01Z,Python,619,0,191,168
echo,labstack,https://github.com/labstack/echo,2015-03-01T17:43:01Z,2026-03-05T17:28:25Z,Go,629,116,1489,1441
pytorch-tutorial,yunjey,https://github.com/yunjey/pytorch-tutorial,2017-03-10T07:41:47Z,2026-03-05T17:44:43Z,Python,28,0,180,114
web-check,Lissy93,https://github.com/Lissy93/web-check,2023-06-25T14:32:11Z,2026-03-06T01:10:02Z,TypeScript,53,1,136,65
marker,datalab-to,https://github.com/datalab-to/marker,2023-10-30T20:14:08Z,2026-03-06T01:09:55Z,Python,228,71,650,324
fairseq,facebookresearch,https://github.com/facebookresearch/fairseq,2017-08-29T16:26:12Z,2026-03-06T00:57:54Z,Python,236,16,4260,3060
run,The-Run-Philosophy-Organization,https://github.com/The-Run-Philosophy-Organization/run,2022-04-10T05:42:40Z,2026-03-05T16:53:29Z,None,172,0,261,216
linera-protocol,linera-io,https://github.com/linera-io/linera-protocol,2021-12-19T04:09:21Z,2026-03-06T00:53:22Z,Rust,3548,31,1444,903
kafka,apache,https://github.com/apache/kafka,2011-08-15T18:06:16Z,2026-03-06T00:17:21Z,Java,12775,0,0,0
erpnext,frappe,https://github.com/frappe/erpnext,2011-06-08T08:20:56Z,2026-03-06T01:52:03Z,Python,28711,1000,17753,15805
PDFMathTranslate,PDFMathTranslate,https://github.com/PDFMathTranslate/PDFMathTranslate,2024-09-06T06:56:03Z,2026-03-06T00:53:34Z,Python,136,24,857,732
500-AI-Machine-learning-Deep-learning-Computer-vision-NLP-Projects-with-code,ashishpatel26,https://github.com/ashishpatel26/500-AI-Machine-learning-Deep-learning-Computer-vision-NLP-Projects-with-code,2021-01-02T12:08:37Z,2026-03-06T00:23:22Z,None,3,0,74,26
cockroach,cockroachdb,https://github.com/cockroachdb/cockroach,2014-02-06T00:18:47Z,2026-03-06T01:45:15Z,Go,72803,0,82373,75731
sharp,lovell,https://github.com/lovell/sharp,2013-08-19T20:24:24Z,2026-03-06T00:18:29Z,JavaScript,311,107,4030,3912
GPTs,linexjlin,https://github.com/linexjlin/GPTs,2023-11-11T03:24:16Z,2026-03-06T01:21:24Z,None,45,0,31,21
nginx-proxy-manager,NginxProxyManager,https://github.com/NginxProxyManager/nginx-proxy-manager,2017-12-20T23:01:16Z,2026-03-06T01:48:42Z,TypeScript,683,86,3189,2344
glances,nicolargo,https://github.com/nicolargo/glances,2011-12-04T08:49:15Z,2026-03-06T01:52:15Z,Python,772,55,2161,2030
graphql-engine,hasura,https://github.com/hasura/graphql-engine,2018-06-18T07:57:36Z,2026-03-05T19:22:12Z,TypeScript,2110,300,6409,4165
posthog,PostHog,https://github.com/PostHog/posthog,2020-01-23T22:46:58Z,2026-03-06T01:43:23Z,Python,34579,84,9091,6360
dokku,dokku,https://github.com/dokku/dokku,2013-06-08T10:26:57Z,2026-03-05T23:18:01Z,Shell,4511,317,2844,2817
just,casey,https://github.com/casey/just,2016-06-17T06:08:08Z,2026-03-06T01:16:46Z,Rust,1370,131,1350,1005
android-open-project,Trinea,https://github.com/Trinea/android-open-project,2014-01-05T15:20:15Z,2026-03-05T05:11:41Z,None,204,0,87,75
shannon,KeygraphHQ,https://github.com/KeygraphHQ/shannon,2025-09-27T01:51:47Z,2026-03-06T01:51:29Z,TypeScript,58,0,76,67
html2canvas,niklasvh,https://github.com/niklasvh/html2canvas,2011-07-16T01:05:58Z,2026-03-05T15:41:27Z,TypeScript,186,45,2633,1664
chatgpt-web,Chanzhaoyu,https://github.com/Chanzhaoyu/chatgpt-web,2023-02-09T03:21:37Z,2026-03-05T13:48:00Z,Vue,159,43,1746,1746
MS-DOS,microsoft,https://github.com/microsoft/MS-DOS,2018-06-25T18:26:02Z,2026-03-05T13:42:03Z,Assembly,37,0,0,0
ExplorerPatcher,valinet,https://github.com/valinet/ExplorerPatcher,2021-08-09T14:17:24Z,2026-03-06T01:06:05Z,C,19,296,2660,2358
lottie-web,airbnb,https://github.com/airbnb/lottie-web,2015-02-20T21:02:59Z,2026-03-05T18:52:12Z,JavaScript,136,0,2908,2128
vimrc,amix,https://github.com/amix/vimrc,2012-05-29T16:19:29Z,2026-03-06T01:51:59Z,Vim Script,107,0,523,510
kitty,kovidgoyal,https://github.com/kovidgoyal/kitty,2016-10-16T14:48:28Z,2026-03-06T00:15:42Z,Python,1244,132,6662,6653
vue-vben-admin,vbenjs,https://github.com/vbenjs/vue-vben-admin,2020-07-11T02:29:21Z,2026-03-05T15:56:00Z,Vue,1748,61,3900,3822
continue,continuedev,https://github.com/continuedev/continue,2023-05-24T03:39:39Z,2026-03-06T01:54:20Z,TypeScript,3891,803,5539,4503
rxjs,ReactiveX,https://github.com/ReactiveX/rxjs,2015-03-15T06:17:10Z,2026-03-05T15:25:18Z,TypeScript,2588,2,3165,2942
rocksdb,facebook,https://github.com/facebook/rocksdb,2012-11-30T06:16:18Z,2026-03-06T00:02:33Z,C++,620,212,3501,2650
editor.js,codex-team,https://github.com/codex-team/editor.js,2015-11-28T20:56:35Z,2026-03-05T22:40:50Z,TypeScript,870,107,1540,937
slate,ianstormtaylor,https://github.com/ianstormtaylor/slate,2016-06-18T01:52:42Z,2026-03-05T23:18:02Z,TypeScript,1980,210,3228,2548
shardeum,shardeum,https://github.com/shardeum/shardeum,2024-04-16T22:37:25Z,2026-03-05T23:15:37Z,TypeScript,326,0,40,35
numpy,numpy,https://github.com/numpy/numpy,2010-09-13T23:02:39Z,2026-03-06T01:08:05Z,Python,13919,139,13822,11725
minikube,kubernetes,https://github.com/kubernetes/minikube,2016-04-15T22:38:35Z,2026-03-06T00:40:11Z,Go,9396,154,10452,9937
tinygrad,tinygrad,https://github.com/tinygrad/tinygrad,2020-10-18T16:23:12Z,2026-03-06T01:10:18Z,Python,10523,14,1083,959
conductor,conductor-oss,https://github.com/conductor-oss/conductor,2023-12-08T06:06:09Z,2026-03-06T00:28:07Z,Java,340,33,241,143
CheatSheetSeries,OWASP,https://github.com/OWASP/CheatSheetSeries,2018-12-21T14:26:43Z,2026-03-06T00:24:39Z,Python,1198,0,630,580
surrealdb,surrealdb,https://github.com/surrealdb/surrealdb,2021-12-09T15:03:29Z,2026-03-05T23:05:34Z,Rust,2605,121,2383,1786
ChatDev,OpenBMB,https://github.com/OpenBMB/ChatDev,2023-08-28T02:18:13Z,2026-03-06T01:26:20Z,Python,136,11,303,269
raylib,raysan5,https://github.com/raysan5/raylib,2013-10-24T15:46:04Z,2026-03-05T18:34:25Z,C,2448,24,2128,2128
