name,owner,url,stargazers,createdAt,updatedAt,primaryLanguage,pullRequests,releases,totalIssues,closedIssues
awesome-actions,sdras,https://github.com/sdras/awesome-actions,27517,2018-10-17T17:53:45Z,2026-03-06T00:45:43Z,None,445,0,44,28
setup-ipsec-vpn,hwdsl2,https://github.com/hwdsl2/setup-ipsec-vpn,27430,2016-01-07T16:44:12Z,2026-03-06T02:11:32Z,Shell,46,0,1526,1526
underscore,jashkenas,https://github.com/jashkenas/underscore,27365,2009-10-25T18:31:06Z,2026-03-05T15:24:09Z,JavaScript,747,0,1431,1399
colima,abiosoft,https://github.com/abiosoft/colima,27359,2021-09-04T09:52:22Z,2026-03-05T23:56:52Z,Go,428,63,868,515
codemirror5,codemirror,https://github.com/codemirror/codemirror5,27228,2011-01-14T13:44:03Z,2026-03-05T17:07:31Z,JavaScript,600,173,4217,3807
eslint,eslint,https://github.com/eslint/eslint,27164,2013-06-29T23:59:48Z,2026-03-06T01:06:43Z,JavaScript,6903,375,10866,10789
hangzhou_house_knowledge,houshanren,https://github.com/houshanren/hangzhou_house_knowledge,27140,2018-02-24T01:54:18Z,2026-03-04T02:32:20Z,CSS,6,0,148,50
awesome-falsehood,kdeldycke,https://github.com/kdeldycke/awesome-falsehood,27124,2016-09-08T09:13:47Z,2026-03-06T00:07:04Z,None,119,0,32,30
Signal-Android,signalapp,https://github.com/signalapp/Signal-Android,28416,2011-12-15T20:01:12Z,2026-03-06T00:16:13Z,Kotlin,238,228,11535,11083
vuex,vuejs,https://github.com/vuejs/vuex,28397,2015-07-16T04:21:26Z,2026-03-05T15:36:33Z,JavaScript,656,51,1263,1164
android_guides,codepath,https://github.com/codepath/android_guides,28368,2013-06-19T10:24:45Z,2026-03-05T18:25:27Z,None,10,0,381,219
nginxconfig.io,digitalocean,https://github.com/digitalocean/nginxconfig.io,28346,2018-01-05T14:21:14Z,2026-03-04T17:19:44Z,JavaScript,191,0,247,185
heroui,heroui-inc,https://github.com/heroui-inc/heroui,28313,2021-04-22T13:06:23Z,2026-03-06T01:15:50Z,TypeScript,1994,1000,2757,2480
RuView,ruvnet,https://github.com/ruvnet/RuView,28298,2025-06-07T04:32:30Z,2026-03-06T02:22:20Z,Rust,31,4,77,53
v2ray,233boy,https://github.com/233boy/v2ray,28296,2017-11-18T12:52:18Z,2026-03-05T23:44:15Z,Shell,19,35,1337,1060
egui,emilk,https://github.com/emilk/egui,28287,2019-01-13T15:39:15Z,2026-03-05T23:25:51Z,Rust,2136,37,2474,1578
nx,nrwl,https://github.com/nrwl/nx,28258,2017-08-11T18:50:23Z,2026-03-06T01:56:26Z,TypeScript,15456,1000,12233,11823
redash,getredash,https://github.com/getredash/redash,28252,2013-10-28T13:19:39Z,2026-03-05T18:29:00Z,Python,3310,101,2597,1974
programmer-job-blacklist,shengxinjing,https://github.com/shengxinjing/programmer-job-blacklist,28442,2016-06-25T06:09:10Z,2026-03-05T22:52:33Z,Shell,28,0,338,181
headlessui,tailwindlabs,https://github.com/tailwindlabs/headlessui,28436,2020-09-16T09:53:09Z,2026-03-05T17:09:08Z,TypeScript,641,129,1431,1357
Probabilistic-Programming-and-Bayesian-Methods-for-Hackers,CamDavidsonPilon,https://github.com/CamDavidsonPilon/Probabilistic-Programming-and-Bayesian-Methods-for-Hackers,28423,2013-01-14T15:46:28Z,2026-03-05T15:45:20Z,Jupyter Notebook,243,0,249,91
spdlog,gabime,https://github.com/gabime/spdlog,28418,2014-11-01T01:28:53Z,2026-03-06T00:43:41Z,C++,642,45,2336,2301
Signal-Android,signalapp,https://github.com/signalapp/Signal-Android,28416,2011-12-15T20:01:12Z,2026-03-06T00:16:13Z,Kotlin,238,228,11535,11083
android_guides,codepath,https://github.com/codepath/android_guides,28368,2013-06-19T10:24:45Z,2026-03-05T18:25:27Z,None,10,0,381,219
d2l-en,d2l-ai,https://github.com/d2l-ai/d2l-en,28353,2018-10-09T01:04:37Z,2026-03-05T23:56:04Z,Python,1822,15,321,202
nginxconfig.io,digitalocean,https://github.com/digitalocean/nginxconfig.io,28346,2018-01-05T14:21:14Z,2026-03-04T17:19:44Z,JavaScript,191,0,247,185
yabai,asmvik,https://github.com/asmvik/yabai,28313,2019-05-04T15:00:50Z,2026-03-06T00:55:59Z,C,9,98,2296,2048
heroui,heroui-inc,https://github.com/heroui-inc/heroui,28313,2021-04-22T13:06:23Z,2026-03-06T01:15:50Z,TypeScript,1994,1000,2757,2480
leetcode,haoel,https://github.com/haoel/leetcode,18054,2014-10-20T03:22:04Z,2026-03-04T03:28:43Z,C++,97,0,62,37
statsd,statsd,https://github.com/statsd/statsd,18013,2010-12-30T00:09:50Z,2026-03-04T01:05:52Z,JavaScript,309,0,281,229
ionicons,ionic-team,https://github.com/ionic-team/ionicons,18001,2013-10-10T14:34:18Z,2026-03-05T18:28:53Z,TypeScript,173,76,1172,1111
lila,lichess-org,https://github.com/lichess-org/lila,17885,2012-02-21T19:46:55Z,2026-03-05T21:18:03Z,Scala,7256,2,10779,9592
cheat-engine,cheat-engine,https://github.com/cheat-engine/cheat-engine,17871,2015-04-18T11:21:57Z,2026-03-05T23:47:03Z,Pascal,392,12,2639,1404
react-native-guide,reactnativecn,https://github.com/reactnativecn/react-native-guide,17852,2015-04-10T03:34:17Z,2026-03-03T04:43:44Z,None,48,0,21,19
assemblyscript,AssemblyScript,https://github.com/AssemblyScript/assemblyscript,17836,2017-09-28T11:06:50Z,2026-03-06T01:44:06Z,WebAssembly,1105,210,1471,1293
react-native-vector-icons,oblador,https://github.com/oblador/react-native-vector-icons,17833,2015-05-15T16:38:57Z,2026-03-05T04:45:49Z,TypeScript,324,274,1341,1332
ml-stable-diffusion,apple,https://github.com/apple/ml-stable-diffusion,17811,2022-11-16T00:48:18Z,2026-03-06T00:33:45Z,Python,73,7,263,97
ruffle,ruffle-rs,https://github.com/ruffle-rs/ruffle,17811,2019-04-25T17:53:32Z,2026-03-06T00:26:51Z,Rust,7249,1000,14418,8781
the_silver_searcher,ggreer,https://github.com/ggreer/the_silver_searcher,27229,2011-11-19T19:50:47Z,2026-03-05T23:17:59Z,C,399,0,856,412
vagrant,hashicorp,https://github.com/hashicorp/vagrant,27218,2010-01-21T08:34:27Z,2026-03-05T23:17:59Z,Ruby,2791,187,9634,8975
element-plus,element-plus,https://github.com/element-plus/element-plus,27201,2020-07-21T06:51:19Z,2026-03-06T01:39:57Z,TypeScript,7116,238,8378,7465
hangzhou_house_knowledge,houshanren,https://github.com/houshanren/hangzhou_house_knowledge,27140,2018-02-24T01:54:18Z,2026-03-04T02:32:20Z,CSS,6,0,148,50
ace,ajaxorg,https://github.com/ajaxorg/ace,27124,2010-10-27T10:43:36Z,2026-03-05T17:07:25Z,JavaScript,1928,110,3198,3124
pydantic,pydantic,https://github.com/pydantic/pydantic,27111,2017-05-03T21:23:58Z,2026-03-05T23:02:51Z,Python,3818,192,5540,5028
cloudreve,cloudreve,https://github.com/cloudreve/cloudreve,27100,2018-02-04T04:56:38Z,2026-03-05T23:03:59Z,Go,151,75,2604,2441
quasar,quasarframework,https://github.com/quasarframework/quasar,27097,2015-10-05T15:45:36Z,2026-03-05T21:58:59Z,JavaScript,3682,1000,8054,7492
react-virtualized,bvaughn,https://github.com/bvaughn/react-virtualized,27080,2015-11-03T00:48:07Z,2026-03-05T11:09:19Z,JavaScript,454,6,1235,1234
authelia,authelia,https://github.com/authelia/authelia,27045,2016-12-07T00:56:57Z,2026-03-06T01:46:31Z,Go,8394,161,1412,1350
