name,owner,url,stargazers,createdAt,updatedAt,primaryLanguage,pullRequests,releases,totalIssues,closedIssues
GPTs,linexjlin,https://github.com/linexjlin/GPTs,31973,2023-11-11T03:24:16Z,2026-03-06T01:21:24Z,None,45,0,31,21
nginx-proxy-manager,NginxProxyManager,https://github.com/NginxProxyManager/nginx-proxy-manager,31972,2017-12-20T23:01:16Z,2026-03-06T01:48:42Z,TypeScript,683,86,3189,2344
glances,nicolargo,https://github.com/nicolargo/glances,31946,2011-12-04T08:49:15Z,2026-03-06T01:52:15Z,Python,772,55,2161,2030
graphql-engine,hasura,https://github.com/hasura/graphql-engine,31913,2018-06-18T07:57:36Z,2026-03-05T19:22:12Z,TypeScript,2110,300,6409,4165
posthog,PostHog,https://github.com/PostHog/posthog,31899,2020-01-23T22:46:58Z,2026-03-06T02:06:37Z,Python,34584,84,9091,6360
dokku,dokku,https://github.com/dokku/dokku,31892,2013-06-08T10:26:57Z,2026-03-05T23:18:01Z,Shell,4511,317,2844,2817
just,casey,https://github.com/casey/just,31857,2016-06-17T06:08:08Z,2026-03-06T02:14:30Z,Rust,1370,131,1350,1005
shannon,KeygraphHQ,https://github.com/KeygraphHQ/shannon,31846,2025-09-27T01:51:47Z,2026-03-06T02:15:50Z,TypeScript,58,0,76,67
android-open-project,Trinea,https://github.com/Trinea/android-open-project,31840,2014-01-05T15:20:15Z,2026-03-05T05:11:41Z,None,204,0,87,75
html2canvas,niklasvh,https://github.com/niklasvh/html2canvas,31808,2011-07-16T01:05:58Z,2026-03-05T15:41:27Z,TypeScript,186,45,2633,1664
chatgpt-web,Chanzhaoyu,https://github.com/Chanzhaoyu/chatgpt-web,31807,2023-02-09T03:21:37Z,2026-03-05T13:48:00Z,Vue,159,43,1746,1746
MS-DOS,microsoft,https://github.com/microsoft/MS-DOS,31762,2018-06-25T18:26:02Z,2026-03-05T13:42:03Z,Assembly,37,0,0,0
ExplorerPatcher,valinet,https://github.com/valinet/ExplorerPatcher,31760,2021-08-09T14:17:24Z,2026-03-06T01:06:05Z,C,19,296,2660,2358
lottie-web,airbnb,https://github.com/airbnb/lottie-web,31731,2015-02-20T21:02:59Z,2026-03-05T18:52:12Z,JavaScript,136,0,2908,2128
vimrc,amix,https://github.com/amix/vimrc,31717,2012-05-29T16:19:29Z,2026-03-06T01:51:59Z,Vim Script,107,0,523,510
kitty,kovidgoyal,https://github.com/kovidgoyal/kitty,31668,2016-10-16T14:48:28Z,2026-03-06T02:15:51Z,Python,1244,132,6662,6653
vue-vben-admin,vbenjs,https://github.com/vbenjs/vue-vben-admin,31663,2020-07-11T02:29:21Z,2026-03-05T15:56:00Z,Vue,1748,61,3900,3822
continue,continuedev,https://github.com/continuedev/continue,31659,2023-05-24T03:39:39Z,2026-03-06T01:54:20Z,TypeScript,3891,803,5539,4503
rxjs,ReactiveX,https://github.com/ReactiveX/rxjs,31653,2015-03-15T06:17:10Z,2026-03-05T15:25:18Z,TypeScript,2588,2,3165,2942
rocksdb,facebook,https://github.com/facebook/rocksdb,31598,2012-11-30T06:16:18Z,2026-03-06T00:02:33Z,C++,620,212,3501,2650
editor.js,codex-team,https://github.com/codex-team/editor.js,31588,2015-11-28T20:56:35Z,2026-03-05T22:40:50Z,TypeScript,870,107,1540,937
slate,ianstormtaylor,https://github.com/ianstormtaylor/slate,31579,2016-06-18T01:52:42Z,2026-03-05T23:18:02Z,TypeScript,1980,210,3228,2548
shardeum,shardeum,https://github.com/shardeum/shardeum,31567,2024-04-16T22:37:25Z,2026-03-05T23:15:37Z,TypeScript,326,0,40,35
numpy,numpy,https://github.com/numpy/numpy,31563,2010-09-13T23:02:39Z,2026-03-06T02:11:20Z,Python,13919,139,13822,11725
minikube,kubernetes,https://github.com/kubernetes/minikube,31555,2016-04-15T22:38:35Z,2026-03-06T00:40:11Z,Go,9396,154,10452,9937
tinygrad,tinygrad,https://github.com/tinygrad/tinygrad,31496,2020-10-18T16:23:12Z,2026-03-06T01:10:18Z,Python,10523,14,1083,959
conductor,conductor-oss,https://github.com/conductor-oss/conductor,31490,2023-12-08T06:06:09Z,2026-03-06T00:28:07Z,Java,340,33,241,143
CheatSheetSeries,OWASP,https://github.com/OWASP/CheatSheetSeries,31484,2018-12-21T14:26:43Z,2026-03-06T00:24:39Z,Python,1198,0,630,580
surrealdb,surrealdb,https://github.com/surrealdb/surrealdb,31443,2021-12-09T15:03:29Z,2026-03-05T23:05:34Z,Rust,2605,121,2383,1786
worldmonitor,koala73,https://github.com/koala73/worldmonitor,31403,2026-01-08T17:26:06Z,2026-03-06T02:15:53Z,TypeScript,663,43,207,141
ChatDev,OpenBMB,https://github.com/OpenBMB/ChatDev,31401,2023-08-28T02:18:13Z,2026-03-06T01:26:20Z,Python,136,11,303,269
raylib,raysan5,https://github.com/raysan5/raylib,31391,2013-10-24T15:46:04Z,2026-03-05T18:34:25Z,C,2448,24,2128,2128
tokio,tokio-rs,https://github.com/tokio-rs/tokio,31369,2016-09-09T22:31:36Z,2026-03-06T00:57:24Z,Rust,3802,141,2616,2291
TradingAgents,TauricResearch,https://github.com/TauricResearch/TradingAgents,31363,2024-12-28T03:31:08Z,2026-03-06T02:04:22Z,Python,19,1,195,33
influxdb,influxdata,https://github.com/influxdata/influxdb,31353,2013-09-26T14:31:10Z,2026-03-05T21:41:17Z,Rust,10939,95,14169,12121
lede,coolsnowwolf,https://github.com/coolsnowwolf/lede,31334,2017-09-06T07:39:03Z,2026-03-05T12:23:29Z,C,2051,7,9324,8506
dokploy,Dokploy,https://github.com/Dokploy/dokploy,31333,2024-04-19T07:49:30Z,2026-03-06T02:15:09Z,TypeScript,1329,147,1659,1256
Perplexica,ItzCrazyKns,https://github.com/ItzCrazyKns/Perplexica,31320,2024-04-09T10:51:32Z,2026-03-06T02:16:36Z,TypeScript,82,33,613,433
3x-ui,MHSanaei,https://github.com/MHSanaei/3x-ui,31305,2023-02-09T19:16:57Z,2026-03-06T02:15:30Z,HTML,642,102,2685,2275
WSL,microsoft,https://github.com/microsoft/WSL,31278,2016-04-06T17:32:56Z,2026-03-06T01:06:10Z,C++,543,97,12068,11149
alpine,alpinejs,https://github.com/alpinejs/alpine,31278,2019-11-28T13:51:55Z,2026-03-05T13:30:59Z,HTML,694,146,613,613
dotfiles,mathiasbynens,https://github.com/mathiasbynens/dotfiles,31256,2011-09-05T18:07:54Z,2026-03-05T15:33:54Z,Shell,44,0,393,255
graphrag,microsoft,https://github.com/microsoft/graphrag,31254,2024-03-27T17:57:52Z,2026-03-06T02:14:51Z,Python,720,35,801,772
ai-engineering-hub,patchy631,https://github.com/patchy631/ai-engineering-hub,31225,2024-10-21T10:43:24Z,2026-03-06T02:11:52Z,Jupyter Notebook,62,0,44,14
interactive-coding-challenges,donnemartin,https://github.com/donnemartin/interactive-coding-challenges,31210,2015-04-28T21:36:39Z,2026-03-05T18:22:39Z,Python,176,0,69,32
jsPDF,parallax,https://github.com/parallax/jsPDF,31165,2009-12-06T14:56:32Z,2026-03-05T19:03:42Z,JavaScript,753,41,2586,2482
motion,motiondivision,https://github.com/motiondivision/motion,31130,2018-11-16T09:48:38Z,2026-03-05T20:32:58Z,TypeScript,1176,0,1917,1718
Blog,mqyqingfeng,https://github.com/mqyqingfeng/Blog,31121,2017-03-13T10:04:33Z,2026-03-05T08:41:50Z,None,3,0,399,101
sing-box,SagerNet,https://github.com/SagerNet/sing-box,31110,2022-06-30T13:27:22Z,2026-03-06T01:23:16Z,Go,191,499,2952,2791
DevToys,DevToys-app,https://github.com/DevToys-app/DevToys,31043,2021-09-29T01:40:41Z,2026-03-06T00:52:16Z,C#,501,39,979,664
docsify,docsifyjs,https://github.com/docsifyjs/docsify,31029,2016-11-20T07:55:43Z,2026-03-05T14:57:25Z,JavaScript,782,16,1311,1230
Sortable,SortableJS,https://github.com/SortableJS/Sortable,31020,2013-12-19T10:10:13Z,2026-03-05T20:29:05Z,JavaScript,248,31,1825,1346
tqdm,tqdm,https://github.com/tqdm/tqdm,31003,2015-06-03T13:13:14Z,2026-03-06T00:59:06Z,Python,289,133,1039,594
fabric.js,fabricjs,https://github.com/fabricjs/fabric.js,30980,2010-06-09T22:24:38Z,2026-03-05T23:16:39Z,TypeScript,2427,181,6205,5780
symfony,symfony,https://github.com/symfony/symfony,30965,2010-01-04T14:21:21Z,2026-03-06T01:02:08Z,PHP,25574,600,21780,21417
pear-desktop,pear-devs,https://github.com/pear-devs/pear-desktop,30958,2019-04-19T18:14:40Z,2026-03-05T23:50:41Z,TypeScript,1630,87,1958,1380
ML-From-Scratch,eriklindernoren,https://github.com/eriklindernoren/ML-From-Scratch,30953,2017-02-05T12:11:23Z,2026-03-06T02:04:56Z,Python,9,0,78,37
OpenAPI-Specification,OAI,https://github.com/OAI/OpenAPI-Specification,30939,2014-03-03T16:53:36Z,2026-03-05T14:03:05Z,Markdown,1793,14,2410,2307
lux,iawia002,https://github.com/iawia002/lux,30927,2018-02-24T11:29:03Z,2026-03-05T16:50:22Z,Go,304,86,1073,548
podman,containers,https://github.com/containers/podman,30907,2017-11-01T15:01:27Z,2026-03-06T01:25:42Z,Go,12211,236,10468,9557
pytorch-lightning,Lightning-AI,https://github.com/Lightning-AI/pytorch-lightning,30902,2019-03-31T00:45:57Z,2026-03-05T17:04:41Z,Python,9336,172,7497,6660
weekly,ascoders,https://github.com/ascoders/weekly,30886,2017-03-20T06:10:04Z,2026-03-06T01:59:01Z,JavaScript,136,193,370,366
calculator,microsoft,https://github.com/microsoft/calculator,30863,2019-01-28T17:55:49Z,2026-03-05T23:56:12Z,C++,913,0,1147,728
p3c,alibaba,https://github.com/alibaba/p3c,30830,2017-06-23T06:15:51Z,2026-03-05T13:40:43Z,Kotlin,62,0,859,698
webtorrent,webtorrent,https://github.com/webtorrent/webtorrent,30817,2013-10-15T08:16:40Z,2026-03-05T18:15:56Z,JavaScript,970,229,1675,1607
jQuery-File-Upload,blueimp,https://github.com/blueimp/jQuery-File-Upload,30808,2010-12-01T15:35:32Z,2026-03-05T21:33:29Z,PHP,119,0,3305,3256
AI-Expert-Roadmap,AMAI-GmbH,https://github.com/AMAI-GmbH/AI-Expert-Roadmap,30778,2020-10-24T21:49:40Z,2026-03-06T00:47:40Z,JavaScript,14,0,70,54
seaweedfs,seaweedfs,https://github.com/seaweedfs/seaweedfs,30767,2014-07-14T16:41:37Z,2026-03-06T02:15:50Z,Go,3671,289,3532,2905
mantine,mantinedev,https://github.com/mantinedev/mantine,30738,2021-01-07T14:02:19Z,2026-03-06T02:12:08Z,TypeScript,1591,291,3453,3427
btop,aristocratos,https://github.com/aristocratos/btop,30726,2021-05-06T18:40:21Z,2026-03-06T01:37:04Z,C++,372,54,904,481
TrackersListCollection,XIU2,https://github.com/XIU2/TrackersListCollection,30719,2019-10-03T15:55:07Z,2026-03-06T01:01:55Z,None,7,0,0,0
uppy,transloadit,https://github.com/transloadit/uppy,30663,2015-11-16T12:32:33Z,2026-03-05T16:30:56Z,TypeScript,3275,392,2520,2351
frigate,blakeblackshear,https://github.com/blakeblackshear/frigate,30653,2019-01-26T13:52:38Z,2026-03-06T01:29:11Z,TypeScript,3728,81,5882,5796
spring-boot-examples,ityouknow,https://github.com/ityouknow/spring-boot-examples,30646,2016-11-05T05:32:33Z,2026-03-05T21:17:03Z,Java,7,0,109,99
refined-github,refined-github,https://github.com/refined-github/refined-github,30613,2016-02-15T16:45:02Z,2026-03-06T02:02:04Z,TypeScript,3598,186,4695,4603
DeepFaceLive,iperov,https://github.com/iperov/DeepFaceLive,30592,2020-12-15T12:19:22Z,2026-03-06T00:15:08Z,Python,13,35,144,143
roop,s0md3v,https://github.com/s0md3v/roop,30548,2023-05-28T14:37:54Z,2026-03-06T01:40:42Z,Python,82,6,0,0
layui,layui,https://github.com/layui/layui,30537,2015-09-22T08:12:03Z,2026-03-05T13:44:15Z,JavaScript,673,173,1452,1398
changedetection.io,dgtlmoon,https://github.com/dgtlmoon/changedetection.io,30453,2021-01-27T16:03:30Z,2026-03-06T02:09:50Z,Python,1053,203,1617,1327
vscodium,VSCodium,https://github.com/VSCodium/vscodium,30362,2018-08-13T14:26:58Z,2026-03-05T22:35:17Z,Shell,628,263,1639,1504
particles.js,VincentGarreau,https://github.com/VincentGarreau/particles.js,30352,2014-09-06T14:29:47Z,2026-03-06T01:03:55Z,JavaScript,21,6,412,107
sequelize,sequelize,https://github.com/sequelize/sequelize,30348,2010-07-22T07:11:11Z,2026-03-05T22:44:12Z,TypeScript,5021,489,10422,9520
agents,wshobson,https://github.com/wshobson/agents,30341,2025-07-24T23:28:14Z,2026-03-06T01:45:36Z,Python,53,0,59,53
hutool,chinabugotech,https://github.com/chinabugotech/hutool,30338,2014-04-13T07:23:51Z,2026-03-06T01:15:47Z,Java,514,156,3091,3089
algo,trailofbits,https://github.com/trailofbits/algo,30324,2016-05-15T03:42:48Z,2026-03-05T21:07:26Z,Python,686,4,1650,1585
react-three-fiber,pmndrs,https://github.com/pmndrs/react-three-fiber,30320,2019-02-25T14:31:51Z,2026-03-06T01:50:14Z,TypeScript,690,131,1172,1166
Proton,ValveSoftware,https://github.com/ValveSoftware/Proton,30318,2018-03-13T18:45:27Z,2026-03-05T21:15:30Z,C++,13,76,9024,4053
awesome-macos-command-line,herrbischoff,https://github.com/herrbischoff/awesome-macos-command-line,30315,2015-09-22T19:37:55Z,2026-03-06T00:06:52Z,None,104,0,0,0
NeteaseCloudMusicApi,Binaryify,https://github.com/Binaryify/NeteaseCloudMusicApi,30291,2016-06-22T11:58:03Z,2026-03-04T13:06:21Z,None,292,0,1336,1189
folly,facebook,https://github.com/facebook/folly,30274,2012-06-01T20:49:04Z,2026-03-06T01:22:26Z,C++,13,280,1249,943
stanford_alpaca,tatsu-lab,https://github.com/tatsu-lab/stanford_alpaca,30268,2023-03-10T23:33:09Z,2026-03-06T01:15:35Z,Python,6,0,268,98
awesome-python-cn,jobbole,https://github.com/jobbole/awesome-python-cn,30255,2015-11-03T09:50:50Z,2026-03-06T01:19:48Z,Makefile,51,0,34,18
HEAD,joshbuchea,https://github.com/joshbuchea/HEAD,30238,2016-04-20T20:05:37Z,2026-03-05T00:14:00Z,None,87,0,93,73
os-tutorial,cfenollosa,https://github.com/cfenollosa/os-tutorial,30219,2014-09-29T08:39:34Z,2026-03-05T22:29:45Z,C,11,0,182,106
Avalonia,AvaloniaUI,https://github.com/AvaloniaUI/Avalonia,30193,2013-12-05T20:13:21Z,2026-03-05T23:53:44Z,C#,5654,120,8315,6485
BetterDisplay,waydabber,https://github.com/waydabber/BetterDisplay,30180,2021-10-24T08:32:56Z,2026-03-06T02:04:24Z,None,2,119,2988,2813
viper,spf13,https://github.com/spf13/viper,30156,2014-04-02T14:33:33Z,2026-03-05T20:46:52Z,Go,520,35,931,923
openai-python,openai,https://github.com/openai/openai-python,30153,2020-10-25T23:23:54Z,2026-03-05T23:13:32Z,Python,1053,369,1205,1042
cheerio,cheeriojs,https://github.com/cheeriojs/cheerio,30146,2011-10-09T04:23:20Z,2026-03-06T00:15:16Z,TypeScript,3121,62,1231,1210
one-api,songquanpeng,https://github.com/songquanpeng/one-api,30131,2023-04-22T12:39:24Z,2026-03-06T02:14:12Z,JavaScript,287,55,1797,896
dragonfly,dragonflydb,https://github.com/dragonflydb/dragonfly,30112,2021-12-11T10:00:42Z,2026-03-06T01:00:58Z,C++,3992,114,2118,1853
tdesktop,telegramdesktop,https://github.com/telegramdesktop/tdesktop,30085,2014-05-02T12:36:31Z,2026-03-06T00:54:24Z,C++,1853,830,15777,14879
k6,grafana,https://github.com/grafana/k6,30050,2016-03-21T15:30:24Z,2026-03-06T00:49:42Z,Go,2457,85,2565,1835
jumpserver,jumpserver,https://github.com/jumpserver/jumpserver,30039,2014-07-04T03:54:59Z,2026-03-06T01:41:16Z,Python,7871,264,7647,7580
rust-course,sunface,https://github.com/sunface/rust-course,30024,2018-08-07T05:01:21Z,2026-03-06T01:37:00Z,Rust,811,0,219,154
xxl-job,xuxueli,https://github.com/xuxueli/xxl-job,29957,2015-11-28T12:59:34Z,2026-03-05T13:40:46Z,Java,124,42,3339,3164
hosts,StevenBlack,https://github.com/StevenBlack/hosts,29952,2012-04-12T20:22:50Z,2026-03-05T21:14:35Z,Python,507,832,2204,2073
turborepo,vercel,https://github.com/vercel/turborepo,29944,2021-10-05T17:37:11Z,2026-03-06T02:15:07Z,Rust,7170,680,2052,1943
django-rest-framework,encode,https://github.com/encode/django-rest-framework,29923,2011-03-02T17:13:56Z,2026-03-06T01:03:57Z,Python,3108,21,3946,3907
WindTerm,kingToolbox,https://github.com/kingToolbox/WindTerm,29922,2019-10-09T19:56:09Z,2026-03-06T01:28:04Z,C,1,32,2915,586
leakcanary,square,https://github.com/square/leakcanary,29905,2015-04-29T23:54:16Z,2026-03-05T11:13:15Z,Kotlin,933,43,1655,1514
css-protips,AllThingsSmitty,https://github.com/AllThingsSmitty/css-protips,29898,2015-08-29T12:29:03Z,2026-03-06T00:06:53Z,None,73,0,63,62
handson-ml2,ageron,https://github.com/ageron/handson-ml2,29896,2019-01-08T03:49:07Z,2026-03-05T22:48:07Z,Jupyter Notebook,65,0,518,304
tuning_playbook,google-research,https://github.com/google-research/tuning_playbook,29890,2023-01-18T23:32:32Z,2026-03-06T02:13:48Z,None,14,0,45,34
lighthouse,GoogleChrome,https://github.com/GoogleChrome/lighthouse,29884,2016-03-08T01:03:11Z,2026-03-06T01:25:45Z,JavaScript,5564,130,9257,8771
apollo,apolloconfig,https://github.com/apolloconfig/apollo,29782,2016-03-04T10:24:23Z,2026-03-05T13:28:23Z,Java,1498,42,3398,3258
consul,hashicorp,https://github.com/hashicorp/consul,29771,2013-11-04T22:15:27Z,2026-03-05T19:18:29Z,Go,14140,256,5579,4285
foundation-sites,foundation,https://github.com/foundation/foundation-sites,29764,2011-10-13T23:05:42Z,2026-03-05T18:28:57Z,HTML,2958,79,8240,8179
iced,iced-rs,https://github.com/iced-rs/iced,29721,2019-07-15T22:34:46Z,2026-03-06T01:26:07Z,Rust,1161,18,1308,964
kickstart.nvim,nvim-lua,https://github.com/nvim-lua/kickstart.nvim,29694,2022-06-24T03:11:24Z,2026-03-06T01:10:39Z,Lua,265,0,666,633
Mr.-Ranedeer-AI-Tutor,JushBJJ,https://github.com/JushBJJ/Mr.-Ranedeer-AI-Tutor,29691,2023-03-31T12:37:26Z,2026-03-05T16:19:35Z,None,0,3,48,34
zellij,zellij-org,https://github.com/zellij-org/zellij,29683,2020-09-01T14:04:28Z,2026-03-06T01:51:31Z,Rust,1386,65,2526,1194
openssl,openssl,https://github.com/openssl/openssl,29683,2013-01-15T22:34:48Z,2026-03-06T01:12:32Z,C,145,297,11167,9969
czkawka,qarmin,https://github.com/qarmin/czkawka,29675,2020-09-01T17:37:29Z,2026-03-06T01:31:53Z,Rust,468,40,1116,694
vue-cli,vuejs,https://github.com/vuejs/vue-cli,29637,2015-12-26T23:11:20Z,2026-03-05T16:07:04Z,JavaScript,1259,178,5501,4564
filament,filamentphp,https://github.com/filamentphp/filament,29626,2020-03-19T00:19:18Z,2026-03-06T01:42:11Z,PHP,5798,821,3319,3300
plyr,sampotts,https://github.com/sampotts/plyr,29625,2015-02-14T11:33:07Z,2026-03-05T21:54:49Z,JavaScript,393,93,2116,1225
canal,alibaba,https://github.com/alibaba/canal,29618,2013-01-13T10:59:52Z,2026-03-06T01:19:04Z,Java,479,32,4787,3615
nginx,nginx,https://github.com/nginx/nginx,29599,2015-06-23T10:26:27Z,2026-03-05T16:25:23Z,C,156,14,476,250
500lines,aosabook,https://github.com/aosabook/500lines,29594,2013-11-04T02:02:53Z,2026-03-05T20:38:18Z,JavaScript,175,0,70,41
helm,helm,https://github.com/helm/helm,29574,2015-10-06T01:07:32Z,2026-03-05T20:45:51Z,Go,4440,237,8365,8097
python-guide,realpython,https://github.com/realpython/python-guide,29533,2011-03-15T03:24:20Z,2026-03-06T02:02:31Z,Batchfile,683,0,281,181
phantomjs,ariya,https://github.com/ariya/phantomjs,29486,2010-12-27T08:18:58Z,2026-03-05T13:53:51Z,C++,562,0,4743,4729
standard,standard,https://github.com/standard/standard,29431,2015-01-27T01:23:31Z,2026-03-05T12:39:18Z,JavaScript,412,7,1236,1123
Jobs_Applier_AI_Agent_AIHawk,feder-cr,https://github.com/feder-cr/Jobs_Applier_AI_Agent_AIHawk,29409,2024-08-04T12:15:06Z,2026-03-05T23:06:37Z,Python,186,0,696,670
qdrant,qdrant,https://github.com/qdrant/qdrant,29317,2020-05-30T21:37:01Z,2026-03-06T01:59:43Z,Rust,5333,110,1707,1319
nanobot,HKUDS,https://github.com/HKUDS/nanobot,29251,2026-02-01T07:16:15Z,2026-03-06T02:19:54Z,Python,207,8,492,108
dnSpy,dnSpy,https://github.com/dnSpy/dnSpy,29058,2015-07-01T16:05:10Z,2026-03-05T19:56:54Z,C#,53,1,0,0
claude-code-router,musistudio,https://github.com/musistudio/claude-code-router,29037,2025-02-25T02:17:18Z,2026-03-06T02:21:50Z,TypeScript,32,0,1072,340
wttr.in,chubin,https://github.com/chubin/wttr.in,28929,2015-12-26T21:03:43Z,2026-03-05T20:06:22Z,Python,319,0,766,414
FreeCAD,FreeCAD,https://github.com/FreeCAD/FreeCAD,28891,2012-09-09T08:25:02Z,2026-03-06T02:07:21Z,C++,12865,84,10962,7628
delta,dandavison,https://github.com/dandavison/delta,29321,2019-06-24T15:00:13Z,2026-03-06T01:23:06Z,Rust,611,59,896,610
qdrant,qdrant,https://github.com/qdrant/qdrant,29317,2020-05-30T21:37:01Z,2026-03-06T01:59:43Z,Rust,5333,110,1707,1319
xstate,statelyai,https://github.com/statelyai/xstate,29292,2015-09-14T15:04:15Z,2026-03-06T01:47:22Z,TypeScript,2040,480,1412,1311
nanobot,HKUDS,https://github.com/HKUDS/nanobot,29251,2026-02-01T07:16:15Z,2026-03-06T02:19:54Z,Python,207,8,492,108
hono,honojs,https://github.com/honojs/hono,29188,2021-12-14T20:05:30Z,2026-03-06T01:16:17Z,TypeScript,1880,404,1708,1446
es6features,lukehoban,https://github.com/lukehoban/es6features,29138,2014-03-03T18:29:30Z,2026-03-05T14:25:02Z,None,41,0,57,36
tailscale,tailscale,https://github.com/tailscale/tailscale,29076,2020-01-31T22:00:03Z,2026-03-06T02:14:38Z,Go,7777,148,9805,6018
ntfy,binwiederhier,https://github.com/binwiederhier/ntfy,29066,2021-10-23T19:25:32Z,2026-03-06T02:06:17Z,Go,361,94,1142,833
dnSpy,dnSpy,https://github.com/dnSpy/dnSpy,29058,2015-07-01T16:05:10Z,2026-03-05T19:56:54Z,C#,53,1,0,0
EasyOCR,JaidedAI,https://github.com/JaidedAI/EasyOCR,29043,2020-03-14T11:46:39Z,2026-03-05T22:15:30Z,Python,177,23,1084,610
hono,honojs,https://github.com/honojs/hono,29188,2021-12-14T20:05:30Z,2026-03-06T01:16:17Z,TypeScript,1880,404,1708,1446
swift-algorithm-club,kodecocodes,https://github.com/kodecocodes/swift-algorithm-club,29149,2016-01-26T17:56:12Z,2026-03-05T19:09:00Z,Swift,610,0,215,183
es6features,lukehoban,https://github.com/lukehoban/es6features,29138,2014-03-03T18:29:30Z,2026-03-05T14:25:02Z,None,41,0,57,36
JavaScript30,wesbos,https://github.com/wesbos/JavaScript30,29081,2016-12-07T19:15:31Z,2026-03-05T11:32:30Z,HTML,153,0,0,0
tailscale,tailscale,https://github.com/tailscale/tailscale,29076,2020-01-31T22:00:03Z,2026-03-06T02:14:38Z,Go,7777,148,9805,6018
ntfy,binwiederhier,https://github.com/binwiederhier/ntfy,29066,2021-10-23T19:25:32Z,2026-03-06T02:06:17Z,Go,361,94,1142,833
spring-cloud-alibaba,alibaba,https://github.com/alibaba/spring-cloud-alibaba,29065,2017-12-01T20:49:15Z,2026-03-05T15:01:49Z,Java,1136,51,2592,2473
dnSpy,dnSpy,https://github.com/dnSpy/dnSpy,29058,2015-07-01T16:05:10Z,2026-03-05T19:56:54Z,C#,53,1,0,0
react-spring,pmndrs,https://github.com/pmndrs/react-spring,29053,2018-03-07T15:39:32Z,2026-03-05T09:42:06Z,TypeScript,440,54,1267,1146
EasyOCR,JaidedAI,https://github.com/JaidedAI/EasyOCR,29043,2020-03-14T11:46:39Z,2026-03-05T22:15:30Z,Python,177,23,1084,610
machine-learning-for-software-engineers,ZuzooVn,https://github.com/ZuzooVn/machine-learning-for-software-engineers,28723,2016-10-09T21:20:25Z,2026-03-05T12:16:35Z,None,60,0,27,9
applied-ml,eugeneyan,https://github.com/eugeneyan/applied-ml,28706,2020-07-04T18:57:47Z,2026-03-05T08:31:22Z,None,208,0,24,22
swagger-ui,swagger-api,https://github.com/swagger-api/swagger-ui,28673,2011-07-15T22:56:39Z,2026-03-05T07:55:16Z,JavaScript,3368,392,5718,4459
Open-Sora,hpcaitech,https://github.com/hpcaitech/Open-Sora,28649,2024-02-20T03:01:34Z,2026-03-06T02:21:01Z,Python,218,4,630,629
Bilibili-Evolved,the1812,https://github.com/the1812/Bilibili-Evolved,28617,2018-07-16T07:48:06Z,2026-03-06T02:16:08Z,TypeScript,404,188,2949,2483
slick,kenwheeler,https://github.com/kenwheeler/slick,28606,2014-03-24T02:10:05Z,2026-03-05T14:03:53Z,JavaScript,267,48,3627,2458
create-t3-app,t3-oss,https://github.com/t3-oss/create-t3-app,28596,2022-05-24T13:31:01Z,2026-03-06T01:11:14Z,TypeScript,1123,139,759,683
SmartTube,yuliskov,https://github.com/yuliskov/SmartTube,28590,2020-07-28T12:53:52Z,2026-03-05T23:28:36Z,Java,1405,968,3774,3117
srs,ossrs,https://github.com/ossrs/srs,28575,2015-04-29T06:59:32Z,2026-03-05T17:10:53Z,C++,577,72,1629,1604
atuin,atuinsh,https://github.com/atuinsh/atuin,28545,2020-10-04T23:01:58Z,2026-03-06T02:07:23Z,Rust,1476,57,1204,816
immer,immerjs,https://github.com/immerjs/immer,28902,2017-12-29T12:25:47Z,2026-03-06T01:54:19Z,JavaScript,417,118,678,644
FreeCAD,FreeCAD,https://github.com/FreeCAD/FreeCAD,28891,2012-09-09T08:25:02Z,2026-03-06T02:07:21Z,C++,12865,84,10962,7628
python-telegram-bot,python-telegram-bot,https://github.com/python-telegram-bot/python-telegram-bot,28882,2015-07-07T15:30:39Z,2026-03-05T23:23:33Z,Python,1793,131,2314,2298
PythonRobotics,AtsushiSakai,https://github.com/AtsushiSakai/PythonRobotics,28796,2016-03-21T09:34:43Z,2026-03-06T02:15:09Z,Python,817,0,382,367
Python-programming-exercises,zhiwehu,https://github.com/zhiwehu/Python-programming-exercises,28763,2012-06-14T07:56:46Z,2026-03-06T00:47:29Z,None,0,0,86,17
homepage,gethomepage,https://github.com/gethomepage/homepage,28738,2022-08-24T07:29:42Z,2026-03-06T01:18:12Z,JavaScript,1105,118,906,906
jitsi-meet,jitsi,https://github.com/jitsi/jitsi-meet,28736,2013-12-16T12:51:09Z,2026-03-06T02:17:10Z,TypeScript,8426,83,6914,6800
machine-learning-for-software-engineers,ZuzooVn,https://github.com/ZuzooVn/machine-learning-for-software-engineers,28723,2016-10-09T21:20:25Z,2026-03-05T12:16:35Z,None,60,0,27,9
QtScrcpy,barry-ran,https://github.com/barry-ran/QtScrcpy,28710,2019-06-23T04:12:17Z,2026-03-06T00:38:36Z,C++,117,37,988,387
self-llm,datawhalechina,https://github.com/datawhalechina/self-llm,28707,2023-11-16T02:31:29Z,2026-03-06T02:05:31Z,Jupyter Notebook,196,0,265,114
cascadia-code,microsoft,https://github.com/microsoft/cascadia-code,27557,2019-07-10T22:50:20Z,2026-03-05T19:45:28Z,Python,84,20,654,503
airi,moeru-ai,https://github.com/moeru-ai/airi,27525,2024-12-01T16:33:36Z,2026-03-06T02:22:14Z,TypeScript,644,51,292,247
